PID,Gene,Code,COG,Product,Length,Synonym,IsORF,ATG,TGA,IsBlankSegment
NP_415748.1,purU,,,formyltetrahydrofolate deformylase,843,b1232,True,3353029,3353871,False
NP_415749.1,ychJ,,,NTF2-like domain-containing protein YchJ,459,b1233,True,3352521,3352979,False
NP_415750.2,rssA,,,putative patatin-like phospholipase RssA,906,b1234,True,3352408,3351503,False
NP_415751.1,rssB,,,regulator of RpoS,1014,b1235,True,3351411,3350398,False
NP_415752.1,galU,,,UTP--glucose-1-phosphate uridylyltransferase,909,b1236,True,3350196,3349288,False
NP_415753.1,hns,,,DNA-binding transcriptional dual regulator H-NS,414,b1237,True,3348731,3349144,False
NP_415754.1,tdk,,,thymidine/deoxyuridine kinase,618,b1238,True,3348126,3347509,False
NP_415757.1,adhE,,,fused acetaldehyde-CoA dehydrogenase and iron-dependent alcohol dehydrogenasealdehyde/alcohol dehydrogenase AdhE,2676,b1241,True,3343532,3346207,False
YP_010051181.1,ychT,,,protein YchT,54,b4771,True,3343139,3343086,False
NP_415758.1,ychE,,,MarC family putative inner membrane protein YchE,648,b1242,True,3343055,3342408,False
NP_417962.2,insH21,,,IS5 family transposase and trans-activator,981,b4711,True,3342086,3341106,False
NP_415759.1,oppA,,,oligopeptide ABC transporter periplasmic binding protein,1632,b1243,True,3340471,3338840,False
NP_415760.1,oppB,,,murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppB,921,b1244,True,3338754,3337834,False
NP_415761.1,oppC,,,murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppC,909,b1245,True,3337819,3336911,False
YP_025300.1,oppD,,,murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppD,1014,b1246,True,3336899,3335886,False
NP_415763.1,oppF,,,murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppF,1005,b1247,True,3335889,3334885,False
NP_415764.4,yciU,,,DUF440 domain-containing protein YciU,330,b1248,True,3334503,3334832,False
NP_415765.1,clsA,,,cardiolipin synthase A,1461,b1249,True,3333008,3334468,False
YP_001165316.1,yciY,,,uncharacterized protein YciY,174,b4595,True,3332865,3332692,False
NP_415766.1,kch,,,K(+) channel Kch,1254,b1250,True,3331384,3332637,False
NP_415767.2,yciI,,,protein YciI,297,b1251,True,3330788,3331084,False
NP_415768.1,tonB,,,Ton complex subunit TonB,720,b1252,True,3330564,3329845,False
NP_415769.1,yciA,,,acyl-CoA thioesterase YciA,399,b1253,True,3329407,3329805,False
NP_415770.1,yciB,,,inner membrane protein,540,b1254,True,3328763,3329302,False
NP_415771.1,yciC,,,putative inner membrane protein,744,b1255,True,3327990,3328733,False
NP_415772.1,ompW,,,outer membrane protein W,639,b1256,True,3327633,3326995,False
NP_415773.1,yciE,,,DUF892 domain-containing protein YciE,507,b1257,True,3326429,3326935,False
NP_415774.1,yciF,,,DUF892 domain-containing protein YciF,501,b1258,True,3325883,3326383,False
NP_415775.4,yciG,,,stress-induced bacterial acidophilic repeat motifs-containing protein YciG,180,b1259,True,3325618,3325797,False
NP_415776.1,trpA,,,tryptophan synthase subunit alpha,807,b1260,True,3324431,3325237,False
NP_415777.1,trpB,,,tryptophan synthase subunit beta,1194,b1261,True,3323238,3324431,False
NP_415778.3,trpC,,,fused indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase,1362,b1262,True,3321865,3323226,False
NP_415779.1,trpD,,,anthranilate synthase subunit TrpD,1596,b1263,True,3320269,3321864,False
NP_415780.1,trpE,,,anthranilate synthase subunit TrpE,1563,b1264,True,3318707,3320269,False
NP_415781.1,trpL,,,trp operon leader peptide,45,b1265,True,3318571,3318615,False
NP_415782.1,rnm,,,RNase AM,882,b1266,True,3318433,3317552,False
NP_415783.6,yciO,,,putative RNA-binding protein YciO,621,b1267,True,3317555,3316935,False
NP_415784.1,yciQ,,,DUF2207 domain-containing protein YciQ,1896,b1268,True,3316907,3315012,False
NP_415785.1,rluB,,,23S rRNA pseudouridine(2605) synthase,876,b1269,True,3314801,3313926,False
NP_415786.1,btuR,,,cobinamide/cobalamin adenosyltransferase,591,b1270,True,3313296,3313886,False
NP_415787.1,yciK,,,putative oxidoreductase,759,b1271,True,3312541,3313299,False
NP_415788.1,sohB,,,S49 peptidase family protein,1050,b1272,True,3312321,3311272,False
NP_415789.1,yciN,,,protein YciN,252,b1273,True,3310985,3311236,False
NP_415790.1,topA,,,DNA topoisomerase 1,2598,b1274,True,3310605,3308008,False
NP_415791.1,cysB,,,DNA-binding transcriptional dual regulator CysB,975,b1275,True,3307798,3306824,False
YP_588449.3,ymiA,,,uncharacterized protein YmiA,141,b4522,True,3306505,3306365,False
YP_588450.2,yciX,,,uncharacterized protein YciX,168,b4523,True,3306362,3306195,False
YP_009518771.1,ymiC,,,protein YmiC,96,b4741,True,3306081,3305986,False
NP_415792.1,acnA,,,aconitate hydratase 1,2676,b1276,True,3305822,3303147,False
NP_415793.1,ribA,,,GTP cyclohydrolase 2,591,b1277,True,3302493,3303083,False
NP_415794.1,pgpB,,,phosphatidylglycerophosphatase B,765,b1278,True,3302323,3301559,False
NP_415795.1,lapA,,,lipopolysaccharide assembly protein A,309,b1279,True,3301410,3301102,False
NP_415796.1,lapB,,,lipopolysaccharide assembly protein B,1170,b1280,True,3301095,3299926,False
NP_415797.1,pyrF,,,orotidine-5'-phosphate decarboxylase,738,b1281,True,3299732,3298995,False
NP_415798.2,yciH,,,putative translation factor,327,b1282,True,3298995,3298669,False
NP_415799.1,osmB,,,osmotically-inducible lipoprotein OsmB,219,b1283,True,3298325,3298543,False
NP_415800.1,yciT,,,DNA-binding transcriptional dual regulator YciT,750,b1284,True,3297307,3298056,False
YP_001165317.1,yciZ,,,UPF0509 family protein YciZ,174,b4596,True,3297044,3297217,False
YP_010051182.1,ymiD,,,protein YmiD,129,b4772,True,3297006,3296878,False
NP_415801.1,pdeR,,,cyclic di-GMP phosphodiesterase PdeR,1986,b1285,True,3294911,3296896,False
YP_002791239.1,ymiB,,,putative protein YmiB,105,b4672,True,3294857,3294753,False
NP_415802.1,rnb,,,RNase II,1935,b1286,True,3292741,3294675,False
NP_415803.2,yciW,,,putative peroxidase YciW,1128,b1287,True,3291546,3292673,False
NP_415804.1,fabI,,,enoyl-[acyl-carrier-protein] reductase,789,b1288,True,3290614,3291402,False
NP_415805.1,ycjD,,,DUF559 domain-containing protein YcjD,354,b1289,True,3289893,3290246,False
NP_415806.1,sapF,,,putrescine ABC exporter ATP binding protein SapF,807,b1290,True,3289019,3289825,False
NP_415807.1,sapD,,,putrescine ABC exporter ATP binding protein SapD,993,b1291,True,3288025,3289017,False
NP_415808.1,sapC,,,putrescine ABC exporter membrane protein SapC,891,b1292,True,3287135,3288025,False
NP_415809.1,sapB,,,putrescine ABC exporter membrane subunit SapB,966,b1293,True,3286183,3287148,False
NP_415810.1,sapA,,,putative periplasmic binding protein SapA,1644,b1294,True,3284543,3286186,False
NP_415811.1,ymjA,,,DUF2543 domain-containing protein YmjA,246,b1295,True,3283985,3284230,False
NP_415812.4,puuP,,,putrescine:H(+) symporter PuuP,1386,b1296,True,3282466,3283851,False
YP_009518772.1,ymjE,,,protein YmjE,165,b4742,True,3282312,3282476,False
NP_415813.4,puuA,,,glutamate-putrescine ligase,1419,b1297,True,3280745,3282163,False
NP_415814.4,puuD,,,gamma-glutamyl-gamma-aminobutyrate hydrolase,765,b1298,True,3280533,3279769,False
NP_415815.1,puuR,,,DNA-binding transcriptional repressor PuuR,558,b1299,True,3279742,3279185,False
NP_415816.1,puuC,,,gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase,1488,b1300,True,3278910,3277423,False
NP_415817.1,puuB,,,gamma-glutamylputrescine oxidase,1281,b1301,True,3277421,3276141,False
NP_415818.1,puuE,,,4-aminobutyrate aminotransferase PuuE,1266,b1302,True,3276103,3274838,False
NP_415819.4,pspF,,,DNA-binding transcriptional dual regulator PspF,978,b1303,True,3273741,3274718,False
NP_415820.1,pspA,,,phage shock protein A,669,b1304,True,3273574,3272906,False
NP_415821.1,pspB,,,phage shock protein B,225,b1305,True,3272852,3272628,False
NP_415822.1,pspC,,,phage shock protein C,360,b1306,True,3272628,3272269,False
NP_415823.1,pspD,,,phage shock protein D,222,b1307,True,3272260,3272039,False
NP_415824.1,pspE,,,thiosulfate sulfurtransferase PspE,315,b1308,True,3271964,3271650,False
NP_415825.4,ycjM,,,glucosylglycerate phosphorylase,1680,b1309,True,3271437,3269758,False
NP_415826.1,ycjN,,,putative ABC transporter periplasmic binding protein YcjN,1293,b1310,True,3269744,3268452,False
NP_415827.1,ycjO,,,putative ABC transporter membrane subunit YcjO,882,b1311,True,3268431,3267550,False
NP_415828.1,ycjP,,,putative ABC transporter membrane subunit YcjP,843,b1312,True,3267563,3266721,False
NP_415829.1,ycjQ,,,D-guloside 3-dehydrogenase,1053,b1313,True,3266690,3265638,False
NP_415830.2,ycjR,,,3-dehydro-D-guloside 4-epimerase,789,b1314,True,3265619,3264831,False
NP_415831.1,ycjS,,,D-glucoside 3-dehydrogenase,1056,b1315,True,3264821,3263766,False
NP_415832.1,ycjT,,,kojibiose phosphorylase,2268,b1316,True,3263769,3261502,False
NP_415833.1,ycjU,,,beta-phosphoglucomutase,660,b1317,True,3261505,3260846,False
NP_415835.1,ompG,,,outer membrane porin G,906,b1319,True,3259706,3258801,False
NP_415836.1,ycjW,,,DNA-binding transcriptional repressor YcjW,999,b1320,True,3257692,3258690,False
NP_415837.1,ycjX,,,DUF463 domain-containing protein YcjX,1398,b1321,True,3257536,3256139,False
NP_415838.1,ycjF,,,DUF697 domain-containing inner membrane protein YcjF,1062,b1322,True,3256142,3255081,False
NP_415839.1,tyrR,,,DNA-binding transcriptional dual regulator TyrR,1542,b1323,True,3254933,3253392,False
NP_415840.1,tpx,,,lipid hydroperoxide peroxidase,507,b1324,True,3252842,3253348,False
NP_415841.4,ycjG,,,L-Ala-D/L-Glu epimerase,966,b1325,True,3252723,3251758,False
NP_415842.2,mpaA,,,murein tripeptide amidase A,729,b1326,True,3251055,3251783,False
YP_009518773.1,ymjC,,,putative uncharacterized protein YmjC,183,b4525,True,3250791,3250973,False
YP_009518774.1,ymjD,,,uncharacterized protein YmjD,66,b4673,True,3250720,3250785,False
NP_415843.2,ycjY,,,putative hydrolase YcjY,921,b1327,True,3249800,3250720,False
NP_415844.1,pgrR,,,DNA-binding transcriptional repressor PgrR,900,b1328,True,3249662,3248763,False
NP_415845.2,mppA,,,murein tripeptide ABC transporter periplasmic binding protein,1614,b1329,True,3248426,3246813,False
NP_415846.1,ynaI,,,small conductance mechanosensitive channel YnaI,1032,b1330,True,3245731,3246762,False
YP_009518770.2,insH4,,,IS5 family transposase and trans-activator,981,b1331,True,3245541,3244561,False
NP_415848.1,ynaJ,,,DUF2534 domain-containing protein YnaJ,258,b1332,True,3244288,3244031,False
NP_415849.1,uspE,,,universal stress protein E,951,b1333,True,3243031,3243981,False
NP_415850.1,fnr,,,DNA-binding transcriptional dual regulator FNR,753,b1334,True,3242127,3242879,False
NP_415851.1,ogt,,,methylated-DNA--[protein]-cysteine S-methyltransferase,516,b1335,True,3241417,3241932,False
NP_415852.2,abgT,,,p-aminobenzoyl glutamate:H(+) symporter,1527,b1336,True,3239880,3241406,False
NP_415853.1,abgB,,,p-aminobenzoyl-glutamate hydrolase subunit B,1446,b1337,True,3238398,3239843,False
NP_415854.4,abgA,,,p-aminobenzoyl-glutamate hydrolase subunit A,1311,b1338,True,3237088,3238398,False
NP_415855.1,abgR,,,putative LysR-type DNA-binding transcriptional regulator AbgR,909,b1339,True,3236912,3236004,False
,mcaS,,,small regulatory RNA McaS,94,b4426,True,3235902,3235995,False
NP_415856.1,smrA,,,DNA endonuclease SmrA,564,b1340,True,3235674,3235111,False
NP_415857.2,dgcM,,,diguanylate cyclase DgcM,1233,b1341,True,3233858,3235090,False
YP_010051183.1,ynaN,,,protein YnaN,48,b4773,True,3233664,3233617,False
NP_415858.1,zntB,,,Zn(2(+)):H(+) symporter,984,b1342,True,3233603,3232620,False
,fnrS,,,small regulatory RNA FnrS,122,b4699,True,3232524,3232403,False
YP_009518775.1,ynaL,,,protein YnaL,174,b4743,True,3232345,3232172,False
NP_415859.1,dbpA,,,ATP-dependent RNA helicase DbpA,1374,b1343,True,3232142,3230769,False
NP_415860.1,ttcA,,,tRNA cytosine(32) 2-sulfurtransferase TtcA,936,b1344,True,3229705,3230640,False
NP_415861.1,intR,,,putative integrase,1236,b1345,True,3228418,3229653,False
NP_415862.4,xisR,,,excisionase,216,b1346,True,3228201,3228416,False
NP_415863.1,rcbA,,,double-strand break reduction protein,210,b1347,True,3227913,3228122,False
,ralA,,,small regulatory RNA antitoxin RalA,179,b4714,True,3228097,3227919,False
NP_415864.1,ralR,,,endodeoxyribonuclease toxin RalR,195,b1348,True,3227726,3227920,False
NP_415865.1,recT,,,recombinase RecT,810,b1349,True,3226860,3227669,False
NP_415866.1,recE,,,"exonuclease VIII, ds DNA exonuclease, 5' --> 3' specific",2601,b1350,True,3224267,3226867,False
NP_415867.1,racC,,,protein RacC,276,b1351,True,3223890,3224165,False
YP_588451.1,ydaE,,,zinc-binding protein,171,b4526,True,3223645,3223815,False
NP_415869.2,kilR,,,inhibitor of FtsZ,222,b1352,True,3223424,3223645,False
,kilS,,,small RNA KilS,98,b4833,True,3223151,3223248,False
NP_415870.4,sieB,,,phage superinfection exclusion protein,489,b1353,True,3222982,3222494,False
NP_415872.2,ydaF,,,DUF1391 domain-containing protein YdaF,156,b4527,True,3222342,3222497,False
NP_415873.2,ydaG,,,uncharacterized protein YdaG,135,b1355,True,3222197,3222331,False
NP_415874.1,racR,,,DNA-binding transcriptional repressor RacR,477,b1356,True,3221412,3221888,False
NP_415875.1,ydaS,,,toxin YdaS,297,b1357,True,3221288,3220992,False
NP_415876.1,ydaT,,,protein YdaT,423,b1358,True,3220969,3220547,False
NP_415877.1,ydaU,,,DUF1376 domain-containing protein YdaU,858,b1359,True,3220534,3219677,False
NP_415878.1,ydaV,,,putative ATP-binding protein YdaV,747,b1360,True,3219670,3218924,False
YP_009518776.1,ydaW,,,putative uncharacterized protein YdaW,561,b1361,True,3218901,3218341,False
YP_588452.1,rzoR,,,putative prophage outer membrane lipoprotein RzoR,186,b4528,True,3218253,3218068,False
NP_415881.1,trkG,,,K(+) transporter TrkG,1458,b1363,True,3217871,3216414,False
NP_415883.1,ynaK,,,ParB-like nuclease domain-containing protein YnaK,264,b1365,True,3216276,3216013,False
YP_009518777.1,ydaY,,,putative uncharacterized protein YdaY,360,b1366,True,3216032,3215673,False
YP_009518778.1,ynaA,,,putative prophage tail length tape measure domain-containing protein YnaA,1029,b1368,True,3215199,3214171,False
,lomR,,,Rac prophage; protein LomR_1,210,b4570,True,3214264,3214055,False
NP_415888.1,insH5,,,IS5 family transposase and trans-activator,981,b1370,True,3212927,3213907,False
NP_415890.2,stfR,,,putative prophage side tail fiber protein StfR,3363,b1372,True,3212604,3209242,False
NP_415891.1,tfaR,,,putative tail fiber assembly protein TfaR,576,b1373,True,3209242,3208667,False
NP_415892.1,pinR,,,putative site-specific recombinase,591,b1374,True,3207979,3208569,False
NP_415893.2,ynaE,,,uncharacterized protein YnaE,234,b1375,True,3207429,3207662,False
YP_009518779.1,ynaM,,,protein YnaM,114,b4744,True,3207247,3207360,False
NP_415894.4,uspF,,,universal stress protein F,435,b1376,True,3206034,3206468,False
NP_415895.1,ompN,,,outer membrane porin N,1134,b1377,True,3204760,3205893,False
,micC,,,small regulatory RNA MicC,111,b4427,True,3204532,3204422,False
NP_415896.1,ydbK,,,putative pyruvate-flavodoxin oxidoreductase,3525,b1378,True,3200869,3204393,False
YP_588453.1,ydbJ,,,DUF333 domain-containing protein YdbJ,267,b4529,True,3200595,3200329,False
NP_415897.1,hslJ,,,lipoprotein implicated in Novobiocin resistance,423,b1379,True,3199910,3200332,False
NP_415898.1,ldhA,,,D-lactate dehydrogenase,990,b1380,True,3198810,3199799,False
NP_415899.1,ydbH,,,putative phospholipid transport factor YdbH,2640,b1381,True,3198602,3195963,False
NP_415900.1,ynbE,,,lipoprotein YnbE,186,b1382,True,3195966,3195781,False
NP_415901.2,ydbL,,,DUF1318 domain-containing protein YdbL,327,b1383,True,3195773,3195447,False
NP_415902.1,feaR,,,DNA-binding transcriptional activator FeaR,906,b1384,True,3194370,3195275,False
NP_415903.4,feaB,,,phenylacetaldehyde dehydrogenase,1500,b1385,True,3194134,3192635,False
NP_415904.3,tynA,,,copper-containing amine oxidase,2274,b1386,True,3190304,3192577,False
NP_415905.1,paaZ,,,"fused 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase and oxepin-CoA hydrolase",2046,b1387,True,3188011,3190056,False
NP_415906.1,paaA,,,"phenylacetyl-CoA 1,2-epoxidase, monooxygenase subunit",930,b1388,True,3187726,3186797,False
NP_415907.1,paaB,,,"phenylacetyl-CoA 1,2-epoxidase subunit B",288,b1389,True,3186785,3186498,False
NP_415908.1,paaC,,,"phenylacetyl-CoA 1,2-epoxidase, structural subunit",747,b1390,True,3186489,3185743,False
NP_415909.4,paaD,,,phenylacetate degradation protein,498,b1391,True,3185728,3185231,False
NP_415910.1,paaE,,,"phenylacetyl-CoA 1,2-epoxidase, reductase subunit",1071,b1392,True,3185223,3184153,False
NP_415911.1,paaF,,,"putative 2,3-dehydroadipyl-CoA hydratase",768,b1393,True,3184156,3183389,False
NP_415912.1,paaG,,,"putative ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)",789,b1394,True,3183389,3182601,False
NP_415913.1,paaH,,,3-hydroxyadipyl-CoA dehydrogenase,1428,b1395,True,3182599,3181172,False
NP_415914.1,paaI,,,phenylacetyl-CoA thioesterase,423,b1396,True,3181182,3180760,False
NP_415915.1,paaJ,,,beta-ketoadipyl-CoA thiolase,1206,b1397,True,3180760,3179555,False
NP_415916.1,paaK,,,phenylacetate-CoA ligase,1314,b1398,True,3179528,3178215,False
NP_415917.1,paaX,,,DNA-binding transcriptional repressor PaaX,951,b1399,True,3178114,3177164,False
NP_415918.1,paaY,,,"2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA thioesterase",591,b1400,True,3177182,3176592,False
YP_002791240.1,ynbG,,,uncharacterized protein YnbG,66,b4674,True,3176423,3176488,False
,ydbA,,,"putative outer membrane protein, N-terminal fragment",3904,b4492,True,3176261,3172358,False
NP_415920.1,insD2,,,IS2 insertion element protein InsB,906,b1402,True,3172827,3173732,False
NP_415921.2,insC2,,,IS2 insertion element repressor InsA,366,b1403,True,3172504,3172869,False
NP_415922.1,insI2,,,IS30 family transposase,1152,b1404,True,3172295,3171144,False
NP_415924.1,pdxI,,,pyridoxal reductase,861,b1406,True,3167432,3166572,False
NP_415925.2,ydbD,,,DUF2773 domain-containing protein YdbD,2307,b1407,True,3166509,3164203,False
NP_415926.4,ynbA,,,CDP-alcohol phosphatidyltransferase domain-containing protein YnbA,606,b1408,True,3164032,3163427,False
NP_415927.1,ynbB,,,putative CDP-diglyceride synthase,897,b1409,True,3163427,3162531,False
NP_415928.1,ynbC,,,hydrolase/methyltransferase domain-containing protein YnbC,1758,b1410,True,3162515,3160758,False
NP_415929.1,ynbD,,,phosphatase domain-containing protein YnbD,1293,b1411,True,3160744,3159452,False
NP_415930.1,azoR,,,FMN dependent NADH:quinone oxidoreductase,606,b1412,True,3158793,3159398,False
NP_415931.4,hrpA,,,ATP-dependent 3'->5' RNA helicase HrpA,3903,b1413,True,3158592,3154690,False
NP_415932.1,ydcF,,,DUF218 domain-containing protein YdcF,801,b1414,True,3154418,3153618,False
NP_415933.1,aldA,,,aldehyde dehydrogenase A,1440,b1415,True,3153421,3151982,False
NP_415935.2,cybB,,,superoxide oxidase,531,b1418,True,3150751,3150221,False
,rydC,,,small regulatory RNA RydC,65,b4597,True,3150147,3150211,False
NP_415936.1,ydcA,,,protein YdcA,174,b1419,True,3149976,3149803,False
YP_010051184.1,yncP,,,protein YncP,69,b4774,True,3149777,3149709,False
